messy,country
"ant" => Netherlands Antilles
"bwa" => Bostwana
"csk" => Czechoslovakia
"glp" => Guadeloupe
"guf" => French Guiana
"lie" => Liechtenstein
"mco" => Monaco
"mtq" => Martinique
"nam" => Namibia
"pri" => Puerto Rico
"reu" => Réunion
"scg" => Serbia and Montenegro
"swz" => Swaziland
"twn" => Taiwan
"umi" => United States Minor Outlying Islands
"vir" => Virgin Islands, U.S. 
"zzz" => ?
